STUDY	BIOENTITY	PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG	ANNOTATOR	ANNOTATION_DATE
IHCC Basic	https://purl.ihccglobal.org/GE_diag2_03	information_entity	diag2_03	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_acpn_7	information_entity	ACPN_N	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_acscflag	information_entity	Ambulatory Care Sensitive Condition Flag	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_sexbaby_8	information_entity	sexbaby_8	http://purl.obolibrary.org/obo/PATO_0000047	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_sexbaby_8	information_entity	sexbaby_8	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_acpout_4	information_entity	ACPOUT_N	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_gpprpct	information_entity	Primary Care Trust area where patient‚Äö√Ñôs GP was registered	http://purl.obolibrary.org/obo/GECKO_0000073	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_alcdiag_4	information_entity	Principal alcohol related diagnosis	http://purl.obolibrary.org/obo/GECKO_0000069	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_delplac_8	information_entity	delplac_8	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_mhct_honosrating12_score	information_entity	mhd_mhct_honosrating12_score	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_eq5d_index_change	information_entity	eq5d_index_change	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_servtype	information_entity	Service type requested	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_treat2_10	information_entity	treat2_10	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_chemo_radiation	information_entity	chemo_radiation	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_birweit_4	information_entity	BIRWEIT_N	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_did_nicip_code	information_entity	Imaging Code (NICIP)	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_fetal_id	information_entity	Fetal ID	http://purl.obolibrary.org/obo/GECKO_0000055	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_birordr_3	information_entity	BIRORDR_N	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_honos_honosrating12_score	information_entity	mhd_honos_honosrating12_score	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_canreg	information_entity	Cancer registry	http://purl.obolibrary.org/obo/GECKO_0000064	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_submissiondataid	information_entity	Record Identifier	http://purl.obolibrary.org/obo/GECKO_0000055	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_cr_gp_practice	information_entity	Commissioning Region of GP Practice	http://purl.obolibrary.org/obo/GECKO_0000006	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_nervous_system	information_entity	nervous_system	http://purl.obolibrary.org/obo/MONDO_0005071	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_kr_q2_score	information_entity	kr_q2_score	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_depdays_2	information_entity	depdays_2	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_msoa11	information_entity	Middle Super Output Area, 2011	http://purl.obolibrary.org/obo/GECKO_0000006	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_vv_q1_swelling	information_entity	Q1-VV2	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_birstat_5	information_entity	BIRSTAT_N	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_mhc_team_type	information_entity	mhd_mhc_team_type	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_did_date3	information_entity	Diagnostic Test Date	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_fde	information_entity	Finished In-Year Discharge Episode	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_acpspef_6	information_entity	Augmented care period specialty function code	http://purl.obolibrary.org/obo/GECKO_0000073	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_unitbedconfig	information_entity	unitbedconfig	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_proms_proc_group	information_entity	proms_proc_group	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_diags_09	information_entity	diags_09	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ccg_responsibility	information_entity	CCG of Residence	http://purl.obolibrary.org/obo/GECKO_0000064	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_opertn_17	information_entity	opertn_17	http://purl.obolibrary.org/obo/GECKO_0000092	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_did_gender_code	information_entity	Gender Code	http://purl.obolibrary.org/obo/GECKO_0000060	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_kr_q2_stairs	information_entity	kr_q2_stairs	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_lad98	information_entity	Field Name Local authority district in 1998	http://purl.obolibrary.org/obo/GECKO_0000006	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_rescty	information_entity	County of residence	http://purl.obolibrary.org/obo/GECKO_0000064	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_cause	information_entity	Cause Code	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_diags_11	information_entity	diags_11	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_disreadydate	information_entity	Discharge ready date	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_rec_endrp_hospital_spell_flag	information_entity	ic_rec_endrp_hospital_spell_flag	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_q2_eq5d_profile_complete	information_entity	q2_eq5d_profile_complete	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_sitecode	information_entity	Provider Site Code	http://purl.obolibrary.org/obo/GECKO_0000073	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_biresus_7	information_entity	BIRESUS_N	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_kr_q1_pain	information_entity	Q1-KR1	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_hr_q2_work	information_entity	Q2-HR12	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_speldur	information_entity	Duration of spell	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_rec_rp_commissioners	information_entity	ic_rec_rp_commissioners	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_pcgorig	information_entity	Origin of primary care group	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_detdur	information_entity	Duration of detention	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_detdur	information_entity	Duration of detention	http://purl.obolibrary.org/obo/MONDO_0005084	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_gestat_3	information_entity	gestat_3	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_acpsour_6	information_entity	ACPSOUR_N	http://purl.obolibrary.org/obo/GECKO_0000006	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_invest2_05	information_entity	invest2_05	http://purl.obolibrary.org/obo/GECKO_0000027	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_invest2_05	information_entity	invest2_05	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_hr_q1_shopping	information_entity	Q1-HR7	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_icd10_multiple_cause_code_5	information_entity	icd10_multiple_cause_code_5	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_pctcode	information_entity	PCT of responsibility dependent on the data year	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_aressupdays	information_entity	aressupdays	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_delstat_2	information_entity	delstat_2	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_q2_readmitted	information_entity	q2_readmitted	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_disdate	information_entity	Date of discharge	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_treat2_05	information_entity	treat2_05	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_hesid_rank	information_entity	Hesid Rank	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_alcfrac	information_entity	Principal alcohol related fraction	http://purl.obolibrary.org/obo/GECKO_0000069	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_cclev3days	information_entity	cclev3days	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_waiting	information_entity	Days waiting	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_honos65_rating8_type	information_entity	mhd_honos65_rating8_type	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_date1_to_date4	information_entity	Test Request to Service (Test) Report Issue	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_emerpsych_date	information_entity	mhd_emerpsych_date	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_delmeth_3	information_entity	delmeth_3	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_sub_region_desc	information_entity	Sub Region	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_intdays_8	information_entity	intdays_8	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_hr_q2_shopping	information_entity	Q2-HR7	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_respct02	information_entity	PCT of residence (2002)	http://purl.obolibrary.org/obo/GECKO_0000064	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_depdays_8	information_entity	depdays_8	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_diag2_10	information_entity	diag2_10	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_hr_q2_washing	information_entity	Q2-HR4	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_hr_q1_work	information_entity	Q1-HR12	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_depdur	information_entity	Duration to departure	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_trettime	information_entity	Time seen for treatment	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ccg_residence	information_entity	CCG of Residence	http://purl.obolibrary.org/obo/GECKO_0000064	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_opdate_08	information_entity	opdate_08	http://purl.obolibrary.org/obo/GECKO_0000092	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_concltime	information_entity	Conclusion time	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_bressupdays	information_entity	bressupdays	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ccadmisorc	information_entity	ccadmisorc	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_settled_accommodation_indicator	information_entity	mhd_settled_accommodation_indicator	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_oacode11	information_entity	Census Output Area, 2011	http://purl.obolibrary.org/obo/GECKO_0000006	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_opertn_count	information_entity	Count of procedures	http://purl.obolibrary.org/obo/GECKO_0000092	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_honoscarating1_score	information_entity	mhd_honoscarating1_score	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_imd04hs	information_entity	IMD Barriers to Housing and Service Domain	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_rec_rp_awol	information_entity	ic_rec_rp_awol	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_acpdqind_4	information_entity	acpdqind_4	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_q1_discomfort	information_entity	PO4	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_honos_honosrating5_score	information_entity	mhd_honos_honosrating5_score	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_acpdisp_3	information_entity	ACPDISP_N	http://purl.obolibrary.org/obo/GECKO_0000006	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_pctcode02	information_entity	PCT of responsibility (2002)	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_treat_04	information_entity	treat_04	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_annual_id	information_entity	ic_annual_id	http://purl.obolibrary.org/obo/GECKO_0000055	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_endreason	information_entity	mhd_endreason	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_delstat_8	information_entity	delstat_8	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_rec_endrp_aot_flag	information_entity	ic_rec_endrp_aot_flag	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_eve_primarydiagnosis	information_entity	ic_eve_primarydiagnosis	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_vv_q1_total_score	information_entity	vv_q1_total_score	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_elecdur_calc	information_entity	Calculation of Elecdur	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_pctcode	information_entity	Commissioning Organisation Code	http://purl.obolibrary.org/obo/GECKO_0000073	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_honossecureratingc_score	information_entity	mhd_honossecureratingc_score	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_jobrole	information_entity	mhd_jobrole	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_nhsnoind	information_entity	NHS number status indicator	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_diag2_02	information_entity	diag2_02	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_gender_desc	information_entity	Gender Description	http://purl.obolibrary.org/obo/GECKO_0000060	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_rec_rp_contacts_att	information_entity	ic_rec_rp_contacts_att	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_invest_01	information_entity	A&E investigation	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_vv_q2_right_ulcer	information_entity	Q2-VV13	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_event_type	information_entity	event_type	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_rotreat	information_entity	Regional Office of treatment	http://purl.obolibrary.org/obo/GECKO_0000006	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_acpend_5	information_entity	ACPEND_N	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_delplac_2	information_entity	delplac_2	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_firstatt	information_entity	First attendance	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_vv_q1_left_discolour	information_entity	Q1-VV11	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_acpout_6	information_entity	ACPOUT_N	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_treat_11	information_entity	treat_11	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_opertn_15	information_entity	opertn_15	http://purl.obolibrary.org/obo/GECKO_0000092	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_opertn_21	information_entity	opertn_21	http://purl.obolibrary.org/obo/GECKO_0000092	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ward98	information_entity	Electoral ward in 1998	http://purl.obolibrary.org/obo/GECKO_0000006	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_regimen_mod_dose_reduction	information_entity	regimen_mod_dose_reduction	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_opdate_12	information_entity	opdate_12	http://purl.obolibrary.org/obo/GECKO_0000092	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_age17_64	information_entity	ic_age17_64	http://purl.obolibrary.org/obo/PATO_0000011	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_intended_agegroup	information_entity	mhd_intended_agegroup	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_diag_12	information_entity	diag_12	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_phq9_q1_score	information_entity	mhd_phq9_q1_score	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_q2_surgery_date	information_entity	q2_surgery_date	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_orgsup_2	information_entity	orgsup_2	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_suscorehrg	information_entity	SUS generated Core Spell HRG	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_vv_q1_concern	information_entity	Q1-VV3	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_resstha	information_entity	SHA of residence	http://purl.obolibrary.org/obo/GECKO_0000064	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_date_decision_to_treat	information_entity	date_decision_to_treat	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_opertn_01	information_entity	Operative procedure	http://purl.obolibrary.org/obo/GECKO_0000092	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_rec_endrp_employment_status	information_entity	ic_rec_endrp_employment_status	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_initdur	information_entity	Duration to assessment	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_icd10_multiple_cause_code_14	information_entity	icd10_multiple_cause_code_14	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_imd04	information_entity	IMD Index of Multiple Deprivation	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_primary_diagnosis	information_entity	primary_diagnosis	http://purl.obolibrary.org/obo/MONDO_0004992	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_icd9_multiple_cause_code_3	information_entity	icd9_multiple_cause_code_3	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ccdisstat	information_entity	ccdisstat	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_honos_honosrating3_score	information_entity	mhd_honos_honosrating3_score	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_endage	information_entity	Age at end of episode	http://purl.obolibrary.org/obo/PATO_0000011	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_rec_endrp_cluster_type	information_entity	ic_rec_endrp_cluster_type	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_end_date_mhcs	information_entity	mhd_end_date_mhcs	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_diag2_08	information_entity	diag2_08	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
