ID	Label	Class Type	GECKO Label	GE Parents	Comment																				
GE:mhd_status_of_service_request	mhd_status_of_service_request		Genomics England																						
GE:mhd_teamtype	mhd_teamtype		Genomics England																						
GE:mhd_treat	mhd_treat		Genomics England																						
GE:mhd_valid_nhs_number_flag	mhd_valid_nhs_number_flag		Genomics England																						
GE:mhd_valid_postcode_flag	mhd_valid_postcode_flag		Genomics England																						
GE:mhd_wardsec_level	mhd_wardsec_level		Genomics England																						
GE:mhd_weekly_hours_worked	mhd_weekly_hours_worked		Genomics England																						
GE:mhd_year_of_first_known_psychiatric_care	mhd_year_of_first_known_psychiatric_care		Genomics England																						
GE:msoa01	Middle Super Output Area, 2001			Geographical|Patient Data																					
GE:msoa11	Middle Super Output Area, 2011			Geographical																					
GE:ic_modality_desc	Modality		Genomics England																						
GE:ic_modality_id	Modality ID			Modality	IDs that group procedures and methods																				
GE:modified_date	modified_date			Administrative																					
GE:did_date3_month	Month of Test			Diagnostic Test Dates																					
GE:ic_morph_desc	Morphology		Genomics England																						
GE:ic_morphology_id	Morphology ID			Morphology	categorizes imaging conducted on abnormalities																				
GE:morphology_clean	morphology_clean		oncological		morphology for cell type before cancer treatment - maybe physiological?																				
GE:matage	Mother‚Äôs age at delivery			Maternity																					
GE:neocare	Neonatal level of care			Maternity																					
GE:nervous_system	nervous_system		nervous system	Indicators																					
GE:appdate	Net applicable date			System Data																					
GE:neurosupdays	neurosupdays		history of neurological support	Critical care adult activity data																					
GE:did_nhsnum_stat	NHS Number Status			System Data																					
GE:ic_nhsnum_stat_desc	NHS Number Status Description			System Data																					
GE:nhsnoind	NHS number status indicator			System Data																					
GE:newnhsno_check	NHS Number valid flag			Patient Data																					
GE:encrypted_hesid	NHS Patient identifier		unique identifiers	System Data																					
GE:nhs_number_status	nhs_number_status		Genomics England																						
GE:numacp	Number of augmented care periods within episode		history of augmented care	Augmented/critical care period																					
GE:numbaby	Number of babies		pregnancy history	Maternity																					
GE:numtailb	Number of baby tails			Maternity																					
GE:nodiags	Number of Diagnoses			Clinical Diagnosis|Clinical diagnoses	disease or trauma																				
GE:noinvests	Number of Investigations		laboratory measures|physiological measurements	Clinical Investigations																					
GE:orgsup_1	Number of organ systems supported		history of organ support	Augmented/critical care period																					
GE:numpreg	Number of previous pregnancies		pregnancy history	Maternity																					
GE:noprocs	Number of Procedures		surgical interventions	Clinical Diagnosis																					
GE:notreats	Number of Treatments		medication|non-pharmacological interventions	Clinical Treatments																					
GE:number_of_cycles_planned	number_of_cycles_planned		use of anti-cancer drugs																						
GE:opcs_delivery_code	opcs_delivery_code		Genomics England		OPCS code to identify delivery (of baby?)																				
GE:opcs_procurement_code	opcs_procurement_code		Genomics England		OPCS code to identify procurement																				
GE:opcs43	opcs43			Procedure|Geographical																					
GE:opdate_02	opdate_02		surgical interventions	Clinical																					
GE:opdate_03	opdate_03		surgical interventions	Clinical																					
GE:opdate_04	opdate_04		surgical interventions	Clinical																					
GE:opdate_05	opdate_05		surgical interventions	Clinical																					
GE:opdate_06	opdate_06		surgical interventions	Clinical																					
GE:opdate_07	opdate_07		surgical interventions	Clinical																					
GE:opdate_08	opdate_08		surgical interventions	Clinical																					
GE:opdate_09	opdate_09		surgical interventions	Clinical																					
GE:opdate_10	opdate_10		surgical interventions	Clinical																					
GE:opdate_11	opdate_11		surgical interventions	Clinical																					
GE:opdate_12	opdate_12		surgical interventions	Clinical																					
GE:opdate_13	opdate_13		surgical interventions	Clinical																					
GE:opdate_14	opdate_14		surgical interventions	Clinical																					
GE:opdate_15	opdate_15		surgical interventions	Clinical																					
GE:opdate_16	opdate_16		surgical interventions	Clinical																					
GE:opdate_17	opdate_17		surgical interventions	Clinical																					
GE:opdate_18	opdate_18		surgical interventions	Clinical																					
GE:opdate_19	opdate_19		surgical interventions	Clinical																					
GE:opdate_20	opdate_20		surgical interventions	Clinical																					
GE:opdate_21	opdate_21		surgical interventions	Clinical																					
GE:opdate_22	opdate_22		surgical interventions	Clinical																					
GE:opdate_23	opdate_23		surgical interventions	Clinical																					
GE:opdate_24	opdate_24		surgical interventions	Clinical																					
GE:operstat	Operation status code		surgical interventions	Clinical																					
GE:opertn_01	Operative procedure		surgical interventions	Clinical																					
GE:opertn_02	opertn_02		surgical interventions	Clinical																					
GE:opertn_03	opertn_03		surgical interventions	Clinical																					
GE:opertn_04	opertn_04		surgical interventions	Clinical																					
GE:opertn_05	opertn_05		surgical interventions	Clinical																					
GE:opertn_06	opertn_06		surgical interventions	Clinical																					
GE:opertn_07	opertn_07		surgical interventions	Clinical																					
GE:opertn_08	opertn_08		surgical interventions	Clinical																					
GE:opertn_09	opertn_09		surgical interventions	Clinical																					
GE:opertn_10	opertn_10		surgical interventions	Clinical																					
GE:opertn_11	opertn_11		surgical interventions	Clinical																					
GE:opertn_12	opertn_12		surgical interventions	Clinical																					
GE:opertn_13	opertn_13		surgical interventions	Clinical																					
GE:opertn_14	opertn_14		surgical interventions	Clinical																					
GE:opertn_15	opertn_15		surgical interventions	Clinical																					
GE:opertn_16	opertn_16		surgical interventions	Clinical																					
GE:opertn_17	opertn_17		surgical interventions	Clinical																					
GE:opertn_18	opertn_18		surgical interventions	Clinical																					
GE:opertn_19	opertn_19		surgical interventions	Clinical																					
GE:opertn_20	opertn_20		surgical interventions	Clinical																					
GE:opertn_21	opertn_21		surgical interventions	Clinical																					
GE:opertn_22	opertn_22		surgical interventions	Clinical																					
GE:opertn_23	opertn_23		surgical interventions	Clinical																					
GE:opertn_24	opertn_24		surgical interventions	Clinical																					
GE:hatreat	Ordnance Survey grid reference			Geographical|Organisation data																					
GE:organisation	Organisation		Genomics England																						
GE:ic_prov_orgcode	Organisation Code			Organisation	organization that submitted imaging record																				
GE:ic_submit_orgcode	Organisation Code			Organisation	organization that submitted imaging record																				
GE:orgpppid	Organisation code (patient pathway ID issuer)		unique identifiers	Clinical|Patient Pathway																					
GE:organisation_data	Organisation data		Genomics England																						
GE:organisation_data	Organisation Data		Genomics England		details about the provider, health authority, etc. (Broad)																				
GE:ic_submit_orgname	Organisation Name			Organisation	organization that submitted imaging record																				
GE:orgsup_2	orgsup_2		history of organ support	Augmented/critical care period																					
GE:orgsup_3	orgsup_3		history of organ support	Augmented/critical care period																					
GE:orgsup_4	orgsup_4		history of organ support	Augmented/critical care period																					
GE:orgsup_5	orgsup_5		history of organ support	Augmented/critical care period																					
GE:orgsup_6	orgsup_6		history of organ support	Augmented/critical care period																					
GE:orgsup_7	orgsup_7		history of organ support	Augmented/critical care period																					
GE:orgsup_8	orgsup_8		history of organ support	Augmented/critical care period																					
GE:orgsup_9	orgsup_9		history of organ support	Augmented/critical care period																					
GE:orgsupmax	orgsupmax		history of organ support	Critical care adult activity data																					
GE:ccg_responsibility_origin	Origin of CCG of Responsibility			Geographical	how CCG responsibility was assigned																				
GE:ccg_treatment_origin	Origin of CCG of Treatment			Geographical	how CCG treament was assigned																				
GE:pctorig02	Origin of PCT of responsibility (2002)			System Data																					
GE:pctorig06	Origin of PCT of responsibility (2006)			System Data																					
GE:pcgorig	Origin of primary care group			System Data																					
GE:pctorig	Origin of primary care trust of responsibility			System Data																					
GE:pctorig_his	Origin of primary care trust of responsibility dependent on the data year			System Data																					
GE:outcome	Outcome of attendance			Appointments																					
GE:classpat	Patient classification			Clinical; Period of Care	ordinary, day, night, delivery, etc.																				
GE:patient_data	Patient Data		Genomics England																						
GE:aepatgroup	Patient group			Attendances																					
GE:participant_id	Patient identifier		unique identifiers	System Data																					
GE:patient_pathway	Patient Pathway		Genomics England																						
GE:did_patsource_code	Patient Source Setting		Genomics England																						
GE:ic_patsource_desc	Patient Source Setting Description			Patient Source Setting																					
GE:patient_death	patient_death			Administrative																					
GE:patient_pseudo_id	patient_pseudo_id		Genomics England																						
GE:respct	PCT of residence - mapped according to data year		residence	Geographical																					
GE:respct_his	PCT of residence - mapped according to data year		residence	Geographical																					
GE:respct02	PCT of residence (2002)		residence	Geographical																					
GE:respct06	PCT of residence (2006)		residence	Geographical																					
GE:pctcode02	PCT of responsibility (2002)			Organisation data	primary care trust responsible for patient (location where GP is registered, not where patient lives)																				
GE:pctcode06	PCT of responsibility (2006)			Organisation|System Data|Organisation data	primary care trust responsible for patient (location where GP is registered, not where patient lives)																				
GE:pctcode	PCT of responsibility dependent on the data year			System Data																					
GE:pctcode_his	PCT of responsibility dependent on the data year			System Data|Geographical																					
GE:perf_stat_start_of_cycle_clean	perf_stat_start_of_cycle_clean		Genomics England		activity/disability status																				
GE:perf_stat_start_of_reg_clean	perf_stat_start_of_reg_clean		Genomics England		activity/disability status																				
GE:q1_discomfort	PO4			Pre-Operative (Q1)																					
GE:post_operative_q2	Post-Operative (Q2)		Genomics England		questions about QOL after surgery, does this fall under 'surgical'?																				
GE:posopdur	Post-operative duration		surgical interventions	Clinical																					
GE:postdist	Postcode district			Patient Data																					
GE:pcfound	Postcode Found			Patient Data																					
GE:postdur	Postnatal stay			Maternity																					
GE:q2_activity	PostOp3			Post-Operative (Q2)																					
GE:q2_discomfort	PostOp4			Post-Operative (Q2)																					
GE:q2_anxiety	PostOp5			Post-Operative (Q2)																					
GE:practitioner	Practitioner		Genomics England																						
GE:practitioner_data	Practitioner data		physician/practitioner info																						
GE:pre_operative_q1	Pre-Operative (Q1)		Genomics England		questions about QOL before surgery, does this fall under 'surgical'?																				
GE:preopdur	Pre-operative duration		surgical interventions	Clinical																					
GE:q1_activity	PreOp3			Pre-Operative (Q1)	does pre-op fall under surgical?																				
GE:q1_anxiety	PreOp5			Pre-Operative (Q1)																					
GE:pcgcode	Primary care group			Organisation	PCG responsible for patient																				
GE:pctnhs	Primary care trust			System Data|Organisation Data																					
GE:pcttreat	Primary Care Trust area of main provider			Geographical|System Data																					
GE:gpprpct	Primary Care Trust area where patient‚Äôs GP was registered			Organisation|Organisation data	location of GP (PCT)																				
GE:primary_diagnosis	primary_diagnosis		oncological																						
GE:primercp	primercp		Genomics England																						
GE:primerecp	primerecp			Geographical																					
GE:alcdiag	Principal alcohol related diagnosis		alcohol	Diagnosis																					
GE:alcdiag_4	Principal alcohol related diagnosis		alcohol	Diagnosis																					
GE:alcfrac	Principal alcohol related fraction		alcohol	Diagnosis																					
GE:priority	Priority type			Appointments																					
GE:procedure	Procedure		Genomics England																						
GE:proc_revision_flag	Procedure Revision Flag			Administrative																					
GE:programme_number	programme_number		Genomics England		Chronological order of SACT drug programme since commencement of patient's disease management																				
GE:proms_proc_code	Proms Procedure Code			Administrative																					
GE:proms_proc_group	proms_proc_group			Administrative																					
GE:proms_serial_no	proms_serial_no			Administrative																					
GE:provider	Provider		physician/practitioner info																						
GE:procode	Provider Code			Organisation data|Appointments	code of organization acting as health care provider																				
GE:procode3	Provider code (3 character)			Organisation|Organisation data																					
GE:procode5	Provider code (5 character)			Organisation	code of organization acting as health care provider																				
GE:procodet	Provider code of treatment			Organisation|Organisation data	combo of 3 and 5 character codes																				
GE:ic_provname	Provider Name			Provider																					
GE:provider_sha	Provider SHA		physician/practitioner info																						
GE:ic_prov_shacode	Provider SHA Code			Provider SHA																					
GE:ic_prov_shaname	Provider SHA Name			Provider SHA																					
GE:provider_site	Provider Site		physician/practitioner info																						
GE:ic_sitecode	Provider Site Code			Provider Site																					
GE:ic_sitename	Provider Site Name			Provider Site																					
GE:protype	Provider type			Organisation|Organisation data	provdier type of organization																				
GE:pgpprac	Pseudonymised code of GP practice			Organisation	registered GP																				
GE:psychiatric	Psychiatric		Genomics England																						
GE:admistat	Psychiatric history on admission		mental and behaviour disorders	Psychiatric																					
GE:kr_q1_confidence	Q1 - KR10		signs and symptoms	Knee Replacement - Q1	may be too broad?																				
GE:kr_q1_kneeling	Q1 - KR8		signs and symptoms	Knee Replacement - Q1																					
GE:q1_assisted	q1_assisted			Pre-Operative (Q1)																					
GE:q1_assisted_by	q1_assisted_by			Pre-Operative (Q1)																					
GE:q1_complete	q1_complete			Pre-Operative (Q1)																					
GE:q1_completed_date	q1_completed_date			Pre-Operative (Q1)																					
GE:q1_disability	q1_disability			Pre-Operative (Q1)																					
GE:q1_eq5d_health_scale	q1_eq5d_health_scale			Pre-Operative (Q1)																					
GE:q1_eq5d_index	q1_eq5d_index			Pre-Operative (Q1)																					
GE:q1_eq5d_profile	q1_eq5d_profile			Pre-Operative (Q1)																					
GE:q1_eq5d_profile_complete	q1_eq5d_profile_complete			Pre-Operative (Q1)																					
GE:q1_eq5d_scale_complete	q1_eq5d_scale_complete			Pre-Operative (Q1)																					
GE:q1_form_version	q1_form_version			Pre-Operative (Q1)																					
GE:q1_general_health	q1_general_health			Pre-Operative (Q1)																					
GE:q1_language	q1_language			Pre-Operative (Q1)																					
GE:q1_living_arrangements	q1_living_arrangements			Pre-Operative (Q1)																					
GE:q1_mobility	q1_mobility			Pre-Operative (Q1)																					
GE:q1_previous_surgery	q1_previous_surgery			Pre-Operative (Q1)																					
GE:q1_procode	q1_procode			Pre-Operative (Q1)																					
GE:q1_received_date	q1_received_date			Pre-Operative (Q1)																					
GE:q1_scan_date	q1_scan_date			Pre-Operative (Q1)																					
GE:q1_self_care	q1_self_care			Pre-Operative (Q1)																					
GE:q1_symptom_period	q1_symptom_period			Pre-Operative (Q1)																					
GE:hr_q1_pain	Q1-HR1			Hip Replacement - Q1																					
GE:hr_q1_stairs	Q1-HR10			Hip Replacement - Q1																					
GE:hr_q1_standing	Q1-HR11			Hip Replacement - Q1																					
GE:hr_q1_work	Q1-HR12			Hip Replacement - Q1																					
GE:hr_q1_sudden_pain	Q1-HR2			Hip Replacement - Q1																					
GE:hr_q1_night_pain	Q1-HR3			Hip Replacement - Q1																					
GE:hr_q1_washing	Q1-HR4			Hip Replacement - Q1																					
GE:hr_q1_transport	Q1-HR5			Hip Replacement - Q1																					
GE:hr_q1_dressing	Q1-HR6			Hip Replacement - Q1																					
GE:hr_q1_shopping	Q1-HR7			Hip Replacement - Q1																					
GE:hr_q1_walking	Q1-HR8			Hip Replacement - Q1																					
GE:hr_q1_limping	Q1-HR9			Hip Replacement - Q1																					
GE:kr_q1_pain	Q1-KR1		signs and symptoms	Knee Replacement - Q1																					
GE:kr_q1_shopping	Q1-KR11		signs and symptoms	Knee Replacement - Q1																					
GE:kr_q1_stairs	Q1-KR12		signs and symptoms	Knee Replacement - Q1																					
GE:kr_q1_night_pain	Q1-KR2		signs and symptoms	Knee Replacement - Q1																					
GE:kr_q1_washing	Q1-KR3		signs and symptoms	Knee Replacement - Q1																					
GE:kr_q1_transport	Q1-KR4		signs and symptoms	Knee Replacement - Q1																					
GE:kr_q1_score	Q1-KR5		signs and symptoms	Knee Replacement - Q1																					
GE:kr_q1_walking	Q1-KR5		signs and symptoms	Knee Replacement - Q1																					
GE:kr_q1_standing	Q1-KR6		signs and symptoms	Knee Replacement - Q1																					
GE:kr_q1_limping	Q1-KR7		signs and symptoms	Knee Replacement - Q1																					
GE:kr_q1_work	Q1-KR9		signs and symptoms	Knee Replacement - Q1																					
GE:vv_q1_right_support	Q1-VV		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_painkiller_days	Q1-VV1		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_left_itch	Q1-VV10		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_right_itch	Q1-VV10		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_left_discolour	Q1-VV11		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_right_discolour	Q1-VV11		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_left_rash	Q1-VV12		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_right_rash	Q1-VV12		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_left_ulcer	Q1-VV13		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_right_ulcer	Q1-VV13		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_swelling	Q1-VV2		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q2_swelling	Q1-VV2		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q1_concern	Q1-VV3		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_clothing	Q1-VV4		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_work	Q1-VV5		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q2_work	Q1-VV5		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q1_leisure	Q1-VV6		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_left_back_count	Q1-VV7		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_left_front_count	Q1-VV7		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_right_back_count	Q1-VV7		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_right_front_count	Q1-VV7		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_left_pain_days	Q1-VV8		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_left_support	Q1-VV9		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_right_pain_days	Q1-VV9		occurrence of varicose veins	Varicose Vein - Q1																					
GE:q2_allergy	q2_allergy			Post-Operative (Q2)																					
GE:q2_assisted	q2_assisted			Post-Operative (Q2)																					
GE:q2_assisted_by	q2_assisted_by			Post-Operative (Q2)																					
GE:q2_bleeding	q2_bleeding			Post-Operative (Q2)																					
GE:q2_complete	q2_complete			Post-Operative (Q2)																					
GE:q2_completed_date	q2_completed_date			Post-Operative (Q2)																					
GE:q2_disability	q2_disability			Post-Operative (Q2)																					
GE:q2_eq5d_health_scale	q2_eq5d_health_scale			Post-Operative (Q2)																					
GE:q2_eq5d_index	q2_eq5d_index			Post-Operative (Q2)																					
GE:q2_eq5d_profile	q2_eq5d_profile			Post-Operative (Q2)																					
GE:q2_eq5d_profile_complete	q2_eq5d_profile_complete			Post-Operative (Q2)																					
GE:q2_eq5d_scale_complete	q2_eq5d_scale_complete			Post-Operative (Q2)																					
GE:q2_form_version	q2_form_version			Post-Operative (Q2)																					
GE:q2_further_surgery	q2_further_surgery		pregnancy history	Post-Operative (Q2)																					
GE:q2_general_health	q2_general_health			Post-Operative (Q2)																					
GE:q2_language	q2_language			Post-Operative (Q2)																					
GE:q2_living_arrangements	q2_living_arrangements			Post-Operative (Q2)																					
GE:q2_mobility	q2_mobility			Post-Operative (Q2)																					
GE:q2_readmitted	q2_readmitted			Post-Operative (Q2)																					
GE:q2_received_date	q2_received_date			Post-Operative (Q2)																					
GE:q2_satisfaction	q2_satisfaction			Post-Operative (Q2)																					
GE:q2_scan_date	q2_scan_date			Post-Operative (Q2)																					
GE:q2_self_care	q2_self_care			Post-Operative (Q2)																					
GE:q2_success	q2_success			Post-Operative (Q2)																					
GE:q2_surgery_date	q2_surgery_date			Post-Operative (Q2)																					
GE:q2_urine	q2_urine			Post-Operative (Q2)																					
GE:q2_wound	q2_wound			Post-Operative (Q2)																					
GE:hr_q2_pain	Q2-HR1			Hip Replacement - Q2																					
GE:hr_q2_stairs	Q2-HR10			Hip Replacement - Q2																					
GE:hr_q2_standing	Q2-HR11			Hip Replacement - Q2																					
GE:hr_q2_work	Q2-HR12			Hip Replacement - Q2																					
GE:hr_q2_sudden_pain	Q2-HR2			Hip Replacement - Q2																					
GE:hr_q2_night_pain	Q2-HR3			Hip Replacement - Q2																					
GE:hr_q2_washing	Q2-HR4			Hip Replacement - Q2																					
GE:hr_q2_transport	Q2-HR5			Hip Replacement - Q2																					
GE:hr_q2_dressing	Q2-HR6			Hip Replacement - Q2																					
GE:hr_q2_shopping	Q2-HR7			Hip Replacement - Q2																					
GE:hr_q2_walking	Q2-HR8			Hip Replacement - Q2																					
GE:hr_q2_limping	Q2-HR9			Hip Replacement - Q2																					
GE:kr_q2_pain	Q2-KR1		signs and symptoms	Knee Replacement - Q2																					
GE:kr_q2_confidence	Q2-KR10		signs and symptoms	Knee Replacement - Q2																					
GE:kr_q2_shopping	Q2-KR11		signs and symptoms	Knee Replacement - Q2																					
GE:kr_q2_night_pain	Q2-KR2		signs and symptoms	Knee Replacement - Q2																					
GE:kr_q2_washing	Q2-KR3		signs and symptoms	Knee Replacement - Q2																					
GE:kr_q2_transport	Q2-KR4		signs and symptoms	Knee Replacement - Q2																					
GE:kr_q2_walking	Q2-KR5		signs and symptoms	Knee Replacement - Q2																					
GE:kr_q2_standing	Q2-KR6		signs and symptoms	Knee Replacement - Q2																					
GE:kr_q2_limping	Q2-KR7		signs and symptoms	Knee Replacement - Q2																					
GE:kr_q2_kneeling	Q2-KR8		signs and symptoms	Knee Replacement - Q2																					
GE:kr_q2_work	Q2-KR9		signs and symptoms	Knee Replacement - Q2																					
GE:vv_q2_right_support	Q2-VV		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_painkiller_days	Q2-VV1		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_left_itch	Q2-VV10		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_right_itch	Q2-VV10		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_left_discolour	Q2-VV11		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_right_discolour	Q2-VV11		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_left_rash	Q2-VV12		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_right_rash	Q2-VV12		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_left_ulcer	Q2-VV13		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_right_ulcer	Q2-VV13		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_left_visible	Q2-VV2		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_right_visible	Q2-VV2		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_concern	Q2-VV3		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_clothing	Q2-VV4		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_leisure	Q2-VV6		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_left_back_count	Q2-VV7		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_left_front_count	Q2-VV7		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_right_back_count	Q2-VV7		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_right_front_count	Q2-VV7		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_left_pain_days	Q2-VV8		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_left_support	Q2-VV9		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_right_pain_days	Q2-VV9		occurrence of varicose veins	Varicose Vein - Q2																					
GE:epikey	Record identifier		unique identifiers	System Data																					
GE:aekey	Record identifier			System Data																					
GE:attendkey	Record Identifier			System Data																					
GE:submissiondataid	Record identifier		unique identifiers	System Data|Administrative																					
GE:reqdate	Referral request received date			Practitioner																					
GE:rttperstart	REFERRAL TO TREATMENT- RTT period start date			Patient Pathway																					
GE:ic_refer_orgname	Referrer		Genomics England																						
GE:referrer	Referrer code			Practitioner																					
GE:referrer_organisation	Referrer Organisation		physician/practitioner info																						
GE:did_refer_orgcode	Referrer Organisation code			Referrer Organisation																					
GE:ic_reftype_desc	Referrer type		Genomics England																						
GE:referorg	Referring organisation code			Practitioner																					
GE:regimen_mod_dose_reduction	regimen_mod_dose_reduction		posology																						
GE:regimen_mod_stopped_early	regimen_mod_stopped_early		use of anti-cancer drugs																						
GE:regimen_mod_time_delay	regimen_mod_time_delay		use of anti-cancer drugs		extending time between administration - is this prescription or admin method?																				
GE:regimen_number	regimen_number				Chronological order of SACT drug regimen since commencement of patient's disease management																				
GE:regimen_outcome_summary	regimen_outcome_summary		use of anti-cancer drugs		anti cancer drug program completed or not																				
GE:ic_region_desc	Region		Genomics England																						
GE:ic_region_id	Region ID			Region																					
GE:gppracro	Regional Office area where patient‚Äôs GP was registered			Organisation	where GP is registered																				
GE:resro	Regional Office of residence		residence	Geographical																					
GE:rotreat	Regional Office of treatment			Geographical																					
GE:rensupdays	rensupdays		history of renal support	Critical care adult activity data																					
GE:perend	Reporting period end date			System Data																					
GE:reportingperiod_enddate	reportingperiod_enddate		Genomics England																						
GE:reportingperiod_startdate	reportingperiod_startdate		Genomics England																						
GE:resstha_his	resstha_his		Genomics England																						
GE:biresus_1	Resuscitation Method			Maternity	resusciation for baby - may be drugs or non-pharm																				
GE:rttperend	RTT period end date			Patient Pathway																					
GE:rttperstat	RTT period status			Patient Pathway																					
GE:rururb_ind	Rural/Urban Indicator			Geographical																					
GE:score_change	score_change			Scoring																					
GE:scoring	Scoring		Genomics England		not sure this maps to anything																				
GE:did_date4	Service Report Issue Date			Diagnostic Test Dates																					
GE:servtype	Service type requested			Appointments																					
GE:sexbaby_1	Sex of baby		pregnancy history|biological sex	Maternity																					
GE:sex	Sex of patient		biological sex	Patient Data|Appointments																					
GE:sexbaby_2	sexbaby_2		pregnancy history|biological sex	Maternity																					
GE:sexbaby_3	sexbaby_3		pregnancy history|biological sex	Maternity																					
GE:sexbaby_4	sexbaby_4		pregnancy history|biological sex	Maternity																					
GE:sexbaby_5	sexbaby_5		pregnancy history|biological sex	Maternity																					
GE:sexbaby_6	sexbaby_6		pregnancy history|biological sex	Maternity																					
GE:sexbaby_7	sexbaby_7		pregnancy history|biological sex	Maternity																					
GE:sexbaby_8	sexbaby_8		pregnancy history|biological sex	Maternity																					
GE:sexbaby_9	sexbaby_9		pregnancy history|biological sex	Maternity																					
GE:sthatret	SHA area of treatment			Geographical|Appointments																					
GE:resstha	SHA of residence		residence	Geographical																					
GE:resstha02	SHA of residence (2002)		residence	Geographical																					
GE:resstha06	SHA of residence (2006)		residence	Geographical																					
GE:sitetret	Site code of treatment			Geographical|Patient Data																					
GE:socio_economic	Socio-economic		Genomics England																						
GE:aerefsource	Source of referral for A&E			Attendances																					
GE:stage_at_start	stage_at_start		oncological		tumor/metastasis stage before treatment																				
GE:start_date_of_cycle	start_date_of_cycle		life stage/time point																						
GE:start_date_of_regimen	start_date_of_regimen		life stage/time point																						
GE:status	status			Scoring																					
GE:censtat	Status of patient included in psychiatric census			Psychiatric	detained or not detained, long term																				
GE:delstat_1	Status of person conducting delivery		physician/practitioner info	Maternity	is this also part of pregnancy history?																				
GE:status_date	status_date			Scoring																					
GE:gpprstha	Strategic Health Authority area where patient‚Äôs GP was registered			Organisation|Organisation data	location of GP (SHA)																				
GE:stroke	stroke		occurrence of stroke	Indicators																					
GE:ic_sub_cancer_desc	Sub Early cancer diagnosis		Genomics England																						
GE:ic_sub_modality_desc	Sub Modality		Genomics England																						
GE:ic_sub_modality_id	Sub Modality ID			Sub Modality																					
GE:ic_sub_region_desc	Sub Region		Genomics England																						
GE:ic_sub_region_id	Sub Region ID			Sub Region																					
GE:ic_sub_sys_desc	Sub System		Genomics England																						
GE:ic_sub_sys_id	Sub System ID			Sub System																					
GE:ic_sub_syscomp_desc	Sub-System Component		Genomics England																						
GE:ic_sub_syscomp_id	Sub-System Component ID			Sub-System Component																					
GE:subdate	Submission date			System Data|Geographical																					
GE:supplied_date_of_birth	supplied_date_of_birth		age/birthdate																						
GE:supplied_gender	supplied_gender		gender																						
GE:suscorehrg	SUS generated Core Spell HRG			Healthcare resource groups (HRG) data																					
GE:sushrg	SUS generated HRG			Healthcare resource groups (HRG) data																					
GE:sushrginfo	SUS generated HRG for information			Healthcare resource groups (HRG) data																					
GE:sushrgvers	SUS generated HRG version number			Healthcare resource groups (HRG) data																					
