Term ID	Label	Parent Term	Defintion	GECKO Category	Internal ID	Suggested Categories	Comment
CHOP:0000379	PNC_MED262		Motor Tics (that is, sudden jerks in your face or parts of your body that you weren't able to control) - Do/did you receive treatment from a doctor/physician?	signs and symptoms	MED262		Encoded Value
CHOP:0000380	PNC_MED265		Motor Tics (that is, sudden jerks in your face or parts of your body that you weren't able to control) - Is this a current condition?	signs and symptoms	MED265		Encoded Value
CHOP:0000381	PNC_MED267		Reading problem (for example, dyslexia) - Do/did you have this problem?	signs and symptoms	MED267		Encoded Value
CHOP:0000382	PNC_MED269		Reading problem (for example, dyslexia) - Do/did you receive treatment from a doctor/physician?	signs and symptoms	MED269		Encoded Value
CHOP:0000383	PNC_MED272		Reading problem (for example, dyslexia) - Is this a current condition?	signs and symptoms	MED272		Encoded Value
CHOP:0000384	PNC_MED273		Learning problem  - Do/did you have this problem?	signs and symptoms	MED273		Encoded Value
CHOP:0000385	PNC_MED275		Learning problem  - Do/did you receive treatment from a doctor/physician?	signs and symptoms	MED275		Encoded Value
CHOP:0000386	PNC_MED278		Learning problem  - Is this a current condition?	signs and symptoms	MED278		Encoded Value
CHOP:0000387	PNC_MED291		Autism or Pervasive Developmental Disorder - Do/did you have this problem?	mental and behaviour disorders	MED291		Encoded Value
CHOP:0000388	PNC_MED293		Autism or Pervasive Developmental Disorder - Do/did you receive treatment from a doctor/physician?	mental and behaviour disorders	MED293		Encoded Value
CHOP:0000389	PNC_MED296		Autism or Pervasive Developmental Disorder - Is this a current condition?	mental and behaviour disorders	MED296		Encoded Value
CHOP:0000390	PNC_MED297		Sleepwalking - Do/did you have this problem?	signs and symptoms|sleep history	MED297		Encoded Value
CHOP:0000391	PNC_MED299		Sleepwalking - Do/did you receive treatment from a doctor/physician?	signs and symptoms|sleep history	MED299		Encoded Value
CHOP:0000392	PNC_MED302		Sleepwalking - Is this a current condition?	signs and symptoms|sleep history	MED302		Encoded Value
CHOP:0000393	PNC_MED303		Bedwetting (after 5 years old) - Do/did you have this problem?	signs and symptoms|sleep history	MED303		Encoded Value
CHOP:0000394	PNC_MED305		Bedwetting (after 5 years old) - Do/did you receive treatment from a doctor/physician?	signs and symptoms|sleep history	MED305		Encoded Value
CHOP:0000395	PNC_MED308		Bedwetting (after 5 years old) - Is this a current condition?	signs and symptoms|sleep history	MED308		Encoded Value
CHOP:0000396	PNC_MED598		Corrected Vision  - Do/did you have this problem?	visual system diseases	MED598		Encoded Value
CHOP:0000397	PNC_MED604		Near sightedness (need glasses for distance) - Do/did you have this problem?	visual system diseases	MED604		Encoded Value
CHOP:0000398	PNC_MED606		Near sightedness (need glasses for distance) - Did you receive treatment from a doctor/physician?	visual system diseases	MED606		Encoded Value
CHOP:0000399	PNC_MED609		Near sightedness (need glasses for distance) - Is this a current condition?	visual system diseases	MED609		Encoded Value
CHOP:0000400	PNC_MED610		Far sightedness (need glasses for reading) - Do/did you have this problem?	visual system diseases	MED610		Encoded Value
CHOP:0000401	PNC_MED612		Far sightedness (need glasses for reading) - Did you receive treatment from a doctor/physician?	visual system diseases	MED612		Encoded Value
CHOP:0000402	PNC_MED615		Far sightedness (need glasses for reading) - Is this a current condition?	visual system diseases	MED615		Encoded Value
CHOP:0000403	PNC_MED616		Astigmatism - Do/did you have this problem?	visual system diseases	MED616		Encoded Value
CHOP:0000404	PNC_MED618		Astigmatism - Did you receive treatment from a doctor/physician?	visual system diseases	MED618		Encoded Value
CHOP:0000405	PNC_MED621		Astigmatism - Is this a current condition?	visual system diseases	MED621		Encoded Value
CHOP:0000406	PNC_MED622		Other Vision problems (for example glaucoma, cataracts) - Do/did you have this problem?	visual system diseases	MED622		Encoded Value
CHOP:0000407	PNC_MED624		Other Vision problems (for example glaucoma, cataracts) - Did you receive treatment from a doctor/physician?	visual system diseases	MED624		Encoded Value
CHOP:0000408	PNC_MED627		Other Vision problems (for example glaucoma, cataracts) - Is this a current condition?	visual system diseases	MED627		Encoded Value
CHOP:0000409	PNC_MED628		Hearing Problems - Do/did you have this problem?	diseases of the ear, nose, and/or throat	MED628		Encoded Value
CHOP:0000410	PNC_MED634		Hearing Problems -Mild - Do/did you have this problem?	diseases of the ear, nose, and/or throat	MED634		Encoded Value
CHOP:0000411	PNC_MED636		Hearing Problems -Mild - Did you receive treatment from a doctor/physician?	diseases of the ear, nose, and/or throat	MED636		Encoded Value
CHOP:0000412	PNC_MED639		Hearing Problems -Mild - Is this a current condition?	diseases of the ear, nose, and/or throat	MED639		Encoded Value
CHOP:0000413	PNC_MED640		Hearing Problems -Severe - Do/did you have this problem?	diseases of the ear, nose, and/or throat	MED640		Encoded Value
CHOP:0000414	PNC_MED642		Hearing Problems -Severe - Did you receive treatment from a doctor/physician?	diseases of the ear, nose, and/or throat	MED642		Encoded Value
CHOP:0000415	PNC_MED645		Hearing Problems -Severe - Is this a current condition?	diseases of the ear, nose, and/or throat	MED645		Encoded Value
CHOP:0000416	PNC_MED646		Hearing Problems -Congenital - Do/did you have this problem?	diseases of the ear, nose, and/or throat	MED646		Encoded Value
CHOP:0000417	PNC_MED648		Hearing Problems -Congenital - Did you receive treatment from a doctor/physician?	diseases of the ear, nose, and/or throat	MED648		Encoded Value
CHOP:0000418	PNC_MED651		Hearing Problems -Congenital - Is this a current condition?	diseases of the ear, nose, and/or throat	MED651		Encoded Value
CHOP:0000419	PNC_MED652		Hearing Problems -Acquired Deafness - Do/did you have this problem?	diseases of the ear, nose, and/or throat	MED652		Encoded Value
CHOP:0000420	PNC_MED654		Hearing Problems -Acquired Deafness - Did you receive treatment from a doctor/physician?	diseases of the ear, nose, and/or throat	MED654		Encoded Value
CHOP:0000421	PNC_MED657		Hearing Problems -Acquired Deafness - Is this a current condition?	diseases of the ear, nose, and/or throat	MED657		Encoded Value
CHOP:0000422	PNC_MED714		Huntington's - Do/did you have this problem?	nervous system disorders	MED714		Encoded Value
CHOP:0000423	PNC_MED716		Huntington's - Did you receive treatment from a doctor/physician?	nervous system disorders	MED716		Encoded Value
CHOP:0000424	PNC_MED719		Huntington's - Is this a current condition?	nervous system disorders	MED719		Encoded Value
CHOP:0000425	PNC_MED732		Meningitis (inflammation of brain covering) - Do/did you have this problem?	infectious diseases	MED732		Encoded Value
CHOP:0000426	PNC_MED734		Meningitis (inflammation of brain covering) - Did you receive treatment from a doctor/physician?	infectious diseases	MED734		Encoded Value
CHOP:0000427	PNC_MED737		Meningitis (inflammation of brain covering) - Is this a current condition?	infectious diseases	MED737		Encoded Value
CHOP:0000428	PNC_MED738		Motion Sickness, 5 or more episodes (nausea, dizziness) - Do/did you have this problem?	signs and symptoms	MED738		Encoded Value
CHOP:0000429	PNC_MED740		Motion Sickness, 5 or more episodes (nausea, dizziness) - Did you receive treatment from a doctor/physician?	signs and symptoms	MED740		Encoded Value
CHOP:0000430	PNC_MED743		Motion Sickness, 5 or more episodes (nausea, dizziness) - Is this a current condition?	signs and symptoms	MED743		Encoded Value
CHOP:0000431	PNC_MED744		Multiple Sclerosis - Do/did you have this problem?	immune system diseases|nervous system disorders	MED744		Encoded Value
CHOP:0000432	PNC_MED746		Multiple Sclerosis - Did you receive treatment from a doctor/physician?	immune system diseases|nervous system disorders	MED746		Encoded Value
CHOP:0000433	PNC_MED749		Multiple Sclerosis - Is this a current condition?	immune system diseases|nervous system disorders	MED749		Encoded Value
CHOP:0000434	PNC_MED750		Other Neurological/_x000B_Neuromuscular problems - Do/did you have this problem?	nervous system disorders	MED750		Encoded Value
CHOP:0000435	PNC_MED752		Other Neurological/_x000B_Neuromuscular problems - Did you receive treatment from a doctor/physician?	nervous system disorders	MED752		Encoded Value
CHOP:0000436	PNC_MED755		Other Neurological/_x000B_Neuromuscular problems - Is this a current condition?	nervous system disorders	MED755		Encoded Value
CHOP:0000437	PNC_MED800		Do you or did you have any of the following problems? - Allergies - an allergic reaction, sensitivity to food, insects, hay fever (Has Problem?)	immune system diseases	MED800		Encoded Value
CHOP:0000438	PNC_MED800c		Is it (allergy problems) current (within last 6 months)?	immune system diseases	MED800c		Encoded Value
CHOP:0000439	PNC_MED801		Do you or did you have any of the following problems? - Cardiovascular - heart and blood vessels (Has Problem?)	cardiovascular diseases	MED801		Encoded Value
CHOP:0000440	PNC_MED801c		Is it (cardiovascular problems) current (within last 6 months)?	cardiovascular diseases	MED801c		Encoded Value
CHOP:0000441	PNC_MED802		Do you or did you have any of the following problems? - Endocrinology - hormone disease (Has Problem?)	endocrine system diseases	MED802		Encoded Value
CHOP:0000442	PNC_MED802c		Is it (endocrinology problems) current (within last 6 months)?	endocrine system diseases	MED802c		Encoded Value
CHOP:0000443	PNC_MED803		Do you or did you have any of the following problems? - Ear/Nose/Throat (ENT) (Has Problem?)	diseases of the ear, nose, and/or throat	MED803		Encoded Value
CHOP:0000444	PNC_MED803c		Is it (ear/nose/throat problems) current (within last 6 months)?	diseases of the ear, nose, and/or throat	MED803c		Encoded Value
CHOP:0000445	PNC_MED804		Do you or did you have any of the following problems? - Gastrointestinal - digestive system, gut (Has Problem?)	digestive system diseases	MED804		Encoded Value
CHOP:0000446	PNC_MED804c		Is it (gastrointestinal problems) current (within last 6 months)?	digestive system diseases	MED804c		Encoded Value
CHOP:0000447	PNC_MED805		Do you or did you have any of the following problems? - Genetics Disorder - an illness caused by abnormalities in genes or chromosomes (Has Problem?)	congential and genetic disorders	MED805		Encoded Value
CHOP:0000448	PNC_MED805c		Is it (genetics disorder) current (within last 6 months)?	congential and genetic disorders	MED805c		Encoded Value
CHOP:0000449	PNC_MED806		Do you or did you have any of the following problems? - Hematology - blood disease (Has Problem?)	blood-related disorders	MED806		Encoded Value
CHOP:0000450	PNC_MED806c		Is it (hematology condition) current (within last 6 months)?	blood-related disorders	MED806c		Encoded Value
CHOP:0000451	PNC_MED807		Do you or did you have any of the following problems? - Hepatology - liver disease (Has Problem?)	digestive system diseases	MED807		Encoded Value
CHOP:0000452	PNC_MED807c		Is it (hepatology condition) current (within last 6 months)?	digestive system diseases	MED807c		Encoded Value
CHOP:0000453	PNC_MED808		Do you or did you have any of the following problems? - Immunology - disorder of the immune system that fights disease (Has Problem?)	immune system diseases	MED808		Encoded Value
CHOP:0000454	PNC_MED808c		Is it (immunology condition) current (within last 6 months)?	immune system diseases	MED808c		Encoded Value
CHOP:0000455	PNC_MED809		Do you or did you have any of the following problems? - Infectious Disease - an illness from a virus, bacteria (Has Problem?)	infectious diseases	MED809		Encoded Value
CHOP:0000456	PNC_MED809c		Is it (infectious disease) current (within last 6 months)?	infectious diseases	MED809c		Encoded Value
CHOP:0000457	PNC_MED810		Do you or did you have any of the following problems? - Metabolic - disease when the body cannot process substances normally (Has Problem?)	endocrine system diseases	MED810		Encoded Value
CHOP:0000458	PNC_MED810c		Is it (metabolic disease) current (within last 6 months)?	endocrine system diseases	MED810c		Encoded Value
CHOP:0000459	PNC_MED811		Do you or did you have any of the following problems? - Nephrology - kidney disease (Has Problem?)	urinary system diseases	MED811		Encoded Value
CHOP:0000460	PNC_MED811c		Is it (nephrology problems) current (within last 6 months)?	urinary system diseases	MED811c		Encoded Value
CHOP:0000461	PNC_MED812		Do you or did you have any of the following problems? - Oncology - cancer (Has Problem?)	cancer	MED812		Encoded Value
CHOP:0000462	PNC_MED812c		Is it (oncology condition) current (within last 6 months)?	cancer	MED812c		Encoded Value
CHOP:0000463	PNC_MED813		Do you or did you have any of the following problems? - Orthopedic - musculoskeletal system, bones in arms, legs, back (Has Problem?)	musculoskeletal system diseases	MED813		Encoded Value
CHOP:0000464	PNC_MED813c		Is it (orthopedic condition) current (within last 6 months)?	musculoskeletal system diseases	MED813c		Encoded Value
CHOP:0000465	PNC_MED814		Do you or did you have any of the following problems? - Plastics - surgery to change the way you look (Has Problem?)	surgical interventions	MED814		Encoded Value
CHOP:0000466	PNC_MED814c		Is it (plastics problems) current (within last 6 months)?	surgical interventions	MED814c		Encoded Value
CHOP:0000467	PNC_MED815		Do you or did you have any of the following problems? - Pulmonary - lung disease (Has Problem?)	respiratory system diseases	MED815		Encoded Value
CHOP:0000468	PNC_MED815c		Is it (pulmonary condition) current (within last 6 months)?	respiratory system diseases	MED815c		Encoded Value
CHOP:0000469	PNC_MED816		Do you or did you have any of the following problems? - Rheumatology - joint disease (Has Problem?)	musculoskeletal system diseases	MED816		Encoded Value
CHOP:0000470	PNC_MED816c		Is it (rheumatology condition) current (within last 6 months)?	musculoskeletal system diseases	MED816c		Encoded Value
CHOP:0000471	PNC_MED817		Do you or did you have any of the following problems? - Urology/Gynecology - problems of the urinary tract or genitals (Has Problem?)	urinary system diseases	MED817		Encoded Value
CHOP:0000472	PNC_MED817c		Is it (urology/gynecology conditions) current (within last 6 months)?	urinary system diseases	MED817c		Encoded Value
CHOP:0000473	PNC_OCD001		Obsessive Compulsive Disorder: Have you ever been bothered by thoughts that don't make sense to you, that come over and over again and won't go away, such as concern with harming others/self?	mental and behaviour disorders	OCD001		Encoded Value
CHOP:0000474	PNC_OCD002		Obsessive Compulsive Disorder: Have you ever been bothered by thoughts that don't make sense to you, that come over and over again and won't go away, such as pictures of violent things?	mental and behaviour disorders	OCD002		Encoded Value
CHOP:0000475	PNC_OCD003		Obsessive Compulsive Disorder: Have you ever been bothered by thoughts that don't make sense to you, that come over and over again and won't go away, such as thoughts about contamination/germs/illness?	mental and behaviour disorders	OCD003		Encoded Value
CHOP:0000476	PNC_OCD004		Obsessive Compulsive Disorder: Have you ever been bothered by thoughts that don't make sense to you, that come over and over again and won't go away, such as fear that you would do something/say something bad without intending to?	mental and behaviour disorders	OCD004		Encoded Value
CHOP:0000477	PNC_OCD005		Obsessive Compulsive Disorder: Have you ever been bothered by thoughts that don't make sense to you, that come over and over again and won't go away, such as feelings that bad things that happened were your fault?	mental and behaviour disorders	OCD005		Encoded Value
CHOP:0000478	PNC_OCD006		Obsessive Compulsive Disorder: Have you ever been bothered by thoughts that don't make sense to you, that come over and over again and won't go away, such as forbidden/bad thoughts?	mental and behaviour disorders	OCD006		Encoded Value
CHOP:0000479	PNC_OCD007		Obsessive Compulsive Disorder: Have you ever been bothered by thoughts that don't make sense to you, that come over and over again and won't go away, such as need for symmetry/exactness?	mental and behaviour disorders	OCD007		Encoded Value
CHOP:0000480	PNC_OCD008		Obsessive Compulsive Disorder: Have you ever been bothered by thoughts that don't make sense to you, that come over and over again and won't go away, such as religious thoughts?	mental and behaviour disorders	OCD008		Encoded Value
CHOP:0000481	PNC_OCD009		Obsessive Compulsive Disorder: Did these thoughts continue to bother you no matter how hard you tried to get rid of them or ignore them?	mental and behaviour disorders	OCD009		Encoded Value
CHOP:0000482	PNC_OCD010		Obsessive Compulsive Disorder: Did you try not to think about (thoughts), try to keep them out of your head, or try to push the thoughts away?	mental and behaviour disorders	OCD010		Encoded Value
CHOP:0000483	PNC_OCD011		Obsessive Compulsive Disorder: Have you ever had to do something over and over again - that would have made you feel really nervous if you couldn't do it, like: cleaning or washing (for example, your hands, house)?	mental and behaviour disorders	OCD011		Encoded Value
CHOP:0000484	PNC_OCD012		Obsessive Compulsive Disorder: Have you ever had to do something over and over again - that would have made you feel really nervous if you couldn't do it, like: counting?	mental and behaviour disorders	OCD012		Encoded Value
CHOP:0000485	PNC_OCD013		Obsessive Compulsive Disorder: Have you ever had to do something over and over again - that would have made you feel really nervous if you couldn't do it, like: checking (for example, doors, locks, ovens)?	mental and behaviour disorders	OCD013		Encoded Value
CHOP:0000486	PNC_OCD014		Obsessive Compulsive Disorder: Have you ever had to do something over and over again - that would have made you feel really nervous if you couldn't do it, like: getting dressed over and over again?	mental and behaviour disorders	OCD014		Encoded Value
CHOP:0000487	PNC_OCD015		Obsessive Compulsive Disorder: Have you ever had to do something over and over again - that would have made you feel really nervous if you couldn't do it, like: going in and out a door over and over again?	mental and behaviour disorders	OCD015		Encoded Value
CHOP:0000488	PNC_OCD016		Obsessive Compulsive Disorder: Have you ever had to do something over and over again - that would have made you feel really nervous if you couldn't do it, like: ordering or arranging things?	mental and behaviour disorders	OCD016		Encoded Value
CHOP:0000489	PNC_OCD017		Obsessive Compulsive Disorder: Have you ever had to do something over and over again - that would have made you feel really nervous if you couldn't do it, like: doing things over and over again at bedtime, like arranging the pillows, sheets, or other things?	mental and behaviour disorders	OCD017		Encoded Value
CHOP:0000490	PNC_OCD018		Obsessive Compulsive Disorder: Have you ever saved up so many things that people complained or they got in the way?	mental and behaviour disorders	OCD018		Encoded Value
CHOP:0000491	PNC_OCD019		Obsessive Compulsive Disorder: Do you feel the need to do things just right (like they have to be perfect)?	mental and behaviour disorders	OCD019		Encoded Value
CHOP:0000492	PNC_OCD020		Obsessive Compulsive Disorder: Thinking about all of these thoughts and behaviors, what is the longest period that you have had these thoughts or behaviors? (Days)	mental and behaviour disorders	OCD020		Encoded Value
CHOP:0000493	PNC_OCD021		Obsessive Compulsive Disorder: Thinking about all of these thoughts and behaviors, what is the longest period of time that you have had these thoughts or behaviors? (Weeks)	mental and behaviour disorders	OCD021		Encoded Value
CHOP:0000494	PNC_OCD022		Obsessive Compulsive Disorder: Thinking about all of these thoughts and behaviors, what is the longest period of time that you have had these thoughts or behaviors? (Months)	mental and behaviour disorders	OCD022		Encoded Value
CHOP:0000495	PNC_OCD023		Obsessive Compulsive Disorder: Thinking about all of these thoughts and behaviors, what is the longest period of time that you have had these thoughts or behaviors? (Years)	mental and behaviour disorders	OCD023		Encoded Value
CHOP:0000496	PNC_OCD024		Obsessive Compulsive Disorder: Did they prevent you from doing things you normally would do?	mental and behaviour disorders	OCD024		Encoded Value
CHOP:0000497	PNC_OCD025		Obsessive Compulsive Disorder: Did having these thoughts or behaviors bother you a lot?	mental and behaviour disorders	OCD025		Encoded Value
CHOP:0000498	PNC_OCD026		Obsessive Compulsive Disorder: About how much of a typical day did you spend thinking these thoughts or engaging in these behaviors? (Minutes)	mental and behaviour disorders	OCD026		Encoded Value
CHOP:0000499	PNC_OCD027		Obsessive Compulsive Disorder: About how much of a typical day did you spend thinking these thoughts or engaging in these behaviors? (Hours)	mental and behaviour disorders	OCD027		Encoded Value
CHOP:0000500	PNC_OCD028		Obsessive Compulsive Disorder: For how long did you have these thoughts/behaviors?  (Days)	mental and behaviour disorders	OCD028		Encoded Value
CHOP:0000501	PNC_OCD029		Obsessive Compulsive Disorder: For how long did you have these thoughts/behaviors?  (Weeks)	mental and behaviour disorders	OCD029		Encoded Value
CHOP:0000502	PNC_OCD030		Obsessive Compulsive Disorder: For how long did you have these thoughts/behaviors?  (Months)	mental and behaviour disorders	OCD030		Encoded Value
CHOP:0000503	PNC_OCD031		Obsessive Compulsive Disorder: For how long did you have these thoughts/behaviors?  (Years)	mental and behaviour disorders	OCD031		Encoded Value
CHOP:0000504	PNC_OCD032		Obsessive Compulsive Disorder: You told me (insert endorsed thoughts/behaviors). How much did having these thoughts/behaviors upset or bother you? How much did you ever feel upset or disappointed with yourself because of your thoughts/behaviors?	mental and behaviour disorders	OCD032		Encoded Value
CHOP:0000505	PNC_OCD033		Obsessive Compulsive Disorder: How much did the thoughts/behaviors you have told me about cause problems for you at home, at school/work, or with your family or friends?	mental and behaviour disorders	OCD033		Encoded Value
CHOP:0000506	PNC_OCD034		Obsessive Compulsive Disorder: Did you stay home from school/work because of your behaviors/thoughts?	mental and behaviour disorders	OCD034		Encoded Value
CHOP:0000507	PNC_OCD035		Obsessive Compulsive Disorder: How many days of school or work did you miss? (lifetime)	mental and behaviour disorders	OCD035		Encoded Value
CHOP:0000508	PNC_OCD036		Obsessive Compulsive Disorder: How old were you the first time you had this (list endorsed thoughts/behaviors)? (Age)	mental and behaviour disorders	OCD036		Encoded Value
CHOP:0000509	PNC_OCD036a		Obsessive Compulsive Disorder: How old were you the first time you had this (insert endorsed thoughts/behaviors)? (Always)	mental and behaviour disorders	OCD036a		Encoded Value
CHOP:0000510	PNC_OCD037		Obsessive Compulsive Disorder: Do you have this (insert endorsed thoughts/behaviors) now?	mental and behaviour disorders	OCD037		Encoded Value
CHOP:0000511	PNC_OCD038		Obsessive Compulsive Disorder: How old were you the last time you had these thoughts/behaviors?	mental and behaviour disorders	OCD038		Encoded Value
CHOP:0000512	PNC_OCD040		Obsessive Compulsive Disorder: Have you ever been bothered by thoughts that don't make sense to you, that come over and over again and won't go away?	mental and behaviour disorders	OCD040		Encoded Value
CHOP:0000513	PNC_OCD041		Obsessive Compulsive Disorder: Have you ever had to do something over and over again _ like washing your hands, or re-arranging or touching things in a certain way _ that would have made you feel really nervous if you couldnˆt do it?	mental and behaviour disorders	OCD041		Encoded Value
CHOP:0000514	PNC_ODD001		Oppositional Defiant Disorder: Was there a time when you often did things that got you into trouble with adults such as losing your temper, arguing with or talking back to adults, or being grouchy or irritable with them?	mental and behaviour disorders	ODD001		Encoded Value
CHOP:0000515	PNC_ODD002		Oppositional Defiant Disorder: Was there a time when you often got into trouble with adults for refusing to do what they told you to do or for breaking rules at home/school?	mental and behaviour disorders	ODD002		Encoded Value
CHOP:0000516	PNC_ODD002a		Oppositional Defiant Disorder: Was there a time when you often got into trouble with adults for refusing to do what they told you to do?	mental and behaviour disorders	ODD002a		Encoded Value
CHOP:0000517	PNC_ODD003		Oppositional Defiant Disorder: Did you often annoy other people on purpose or blame other people for your mistakes (excluding siblings)?	mental and behaviour disorders	ODD003		Encoded Value
CHOP:0000518	PNC_ODD003a		Oppositional Defiant Disorder: Did you often annoy other people on purpose?	mental and behaviour disorders	ODD003a		Encoded Value
CHOP:0000519	PNC_ODD005		Oppositional Defiant Disorder: Did you ever get into trouble for getting even with other people by doing things to hurt them, telling lies about them, or messing up their things?	mental and behaviour disorders	ODD005		Encoded Value
CHOP:0000520	PNC_ODD006		Oppositional Defiant Disorder: Were you often irritable or grouchy, or did you often get angry because you thought that things were unfair?	mental and behaviour disorders	ODD006		Encoded Value
CHOP:0000521	PNC_ODD018		Oppositional Defiant Disorder: You told me that you (list endorsed behaviors). How much did having these behaviors upset or bother you?	mental and behaviour disorders	ODD018		Encoded Value
CHOP:0000522	PNC_ODD019		Oppositional Defiant Disorder: How much did these behaviors change your relationships with your family? (Did your family say something about this to you? Did family members seem upset, angry, or annoyed with you because of your behavior?)	mental and behaviour disorders	ODD019		Encoded Value
CHOP:0000523	PNC_ODD020		Oppositional Defiant Disorder: How much did these behaviors change your relationships with your friends? (Did you find yourself spending much less time than usual with your friends? Did your friends say something about your behavior?)	mental and behaviour disorders	ODD020		Encoded Value
CHOP:0000524	PNC_ODD021		Oppositional Defiant Disorder: How much did these behaviors change your relationships with your teachers or classmates (co-workers/supervisors)? change how well you did at school, on tests, homework, or grades (or at job duties)?	mental and behaviour disorders	ODD021		Encoded Value
CHOP:0000525	PNC_ODD022		Oppositional Defiant Disorder: Did you stay home or were you sent home from school/work because of your behavior?	mental and behaviour disorders	ODD022		Encoded Value
CHOP:0000526	PNC_ODD023		Oppositional Defiant Disorder: How many days of school/work did you miss? (lifetime)	mental and behaviour disorders	ODD023		Encoded Value
CHOP:0000527	PNC_ODD025		Oppositional Defiant Disorder: How old were you the first time you did these (insert behavior)? (Age)	mental and behaviour disorders	ODD025		Encoded Value
CHOP:0000528	PNC_ODD025a		Oppositional Defiant Disorder: How old were you the first time you did these (insert behavior)? (Always)	mental and behaviour disorders	ODD025a		Encoded Value
CHOP:0000529	PNC_ODD026		Oppositional Defiant Disorder: Do you still have any of these (insert behaviors)?	mental and behaviour disorders	ODD026		Encoded Value
CHOP:0000530	PNC_ODD027		Oppositional Defiant Disorder: How old were you the last time you did this behavior?	mental and behaviour disorders	ODD027		Encoded Value
CHOP:0000531	PNC_PAN001		Panic Disorder: Have you ever had an attack like this?	mental and behaviour disorders	PAN001		Encoded Value
CHOP:0000532	PNC_PAN003		Panic Disorder: Has there ever been a time when all of a sudden you felt very, very scared or uncomfortable - and your chest hurt, you couldn't catch your breath, your heart beat very fast, you felt very shaky, and sweaty/tingly/numb in your hands or feet?	mental and behaviour disorders	PAN003		Encoded Value
CHOP:0000533	PNC_PAN004		Panic Disorder: Has there ever been a time when all of a sudden, you felt that you were losing control, something terrible was going to happen, that you were going crazy, or going to die?	mental and behaviour disorders	PAN004		Encoded Value
CHOP:0000534	PNC_PAN005		"Panic Disorder: Did the attack/any of the attacks ever occur ""out of the blue"" when nothing scary was happening, or when you least expected (it/them)?"	mental and behaviour disorders	PAN005		Encoded Value
CHOP:0000535	PNC_PAN006		Panic Disorder: Did (list endorsed symptoms) start within the same few minutes, like around the same time?	mental and behaviour disorders	PAN006		Encoded Value
CHOP:0000536	PNC_PAN007		Panic Disorder: After an attack like this, did you ever worry that it would happen again or did you stop doing things, or do things differently, because of fear of an attack?	mental and behaviour disorders	PAN007		Encoded Value
CHOP:0000537	PNC_PAN008		Panic Disorder: (If yes to PAN 007) What is the longest time that you worried it would happen again, or that you stopped doing things, or did things differently because of fear of an attack? (Minutes)	mental and behaviour disorders	PAN008		Encoded Value
CHOP:0000538	PNC_PAN009		Panic Disorder: (If yes to PAN007) What is the longest time that you worried it would happen again, or that you stopped doing things, or did things differently because of fear of an attack? (Hours)	mental and behaviour disorders	PAN009		Encoded Value
CHOP:0000539	PNC_PAN010		Panic Disorder: (If yes to PAN007) What is the longest time that you worried it would happen again, or that you stopped doing things, or did things differently because of fear of an attack? (Days)	mental and behaviour disorders	PAN010		Encoded Value
CHOP:0000540	PNC_PAN012		Panic Disorder: How much did having these attacks upset or bother you?	mental and behaviour disorders	PAN012		Encoded Value
CHOP:0000541	PNC_PAN013		Panic Disorder: How much did the attacks you have told me about cause problems for you at home, at school or work, or with your family or friends?	mental and behaviour disorders	PAN013		Encoded Value
CHOP:0000542	PNC_PAN014		Panic Disorder: Did you stay home from school/work because of your attacks?	mental and behaviour disorders	PAN014		Encoded Value
CHOP:0000543	PNC_PAN015		Panic Disorder: How many days of school/work did you miss? (lifetime)	mental and behaviour disorders	PAN015		Encoded Value
CHOP:0000544	PNC_PAN016		Panic Disorder: How many attacks like this have you had in your life?	mental and behaviour disorders	PAN016		Encoded Value
CHOP:0000545	PNC_PAN017		Panic Disorder: How old were you when you first had one of these attacks?	mental and behaviour disorders	PAN017		Encoded Value
CHOP:0000546	PNC_PAN018		Panic Disorder: How old were you the last time you had one of these attacks?	mental and behaviour disorders	PAN018		Encoded Value
CHOP:0000547	PNC_PAN019		Panic Disorder: Thinking about all of your panic attacks: What is the longest period of time that the attacks did not bother you? (Days)	mental and behaviour disorders	PAN019		Encoded Value
CHOP:0000548	PNC_PAN020		Panic Disorder: Thinking about all of your panic attacks: What is the longest period of time that the attacks did not bother you? (Weeks)	mental and behaviour disorders	PAN020		Encoded Value
CHOP:0000549	PNC_PAN021		Panic Disorder: Thinking about all of your panic attacks: What is the longest period of time that the attacks did not bother you? (Months)	mental and behaviour disorders	PAN021		Encoded Value
CHOP:0000550	PNC_PAN022		Panic Disorder: Thinking about all of your panic attacks: What is the longest period of time that the attacks did not bother you? (Years)	mental and behaviour disorders	PAN022		Encoded Value
CHOP:0000551	PNC_PHB001		Specific Phobia: Looking at this card, have you ever been very nervous or afraid of animals or bugs, like dogs, snakes, or spiders?	mental and behaviour disorders	PHB001		Encoded Value
CHOP:0000552	PNC_PHB002		Specific Phobia: Looking at this card, have you ever been very nervous or afraid of being in really high places, like a roof or tall building?	mental and behaviour disorders	PHB002		Encoded Value
CHOP:0000553	PNC_PHB003		Specific Phobia: Looking at this card, have you ever been very nervous or afraid of water or situations involving water, such as a swimming pool, lake, or ocean?	mental and behaviour disorders	PHB003		Encoded Value
CHOP:0000554	PNC_PHB004		Specific Phobia: Looking at this card, have you ever been very nervous or afraid of storms, thunder, or lightning?	mental and behaviour disorders	PHB004		Encoded Value
